row_id,engagement_score
91196,3.592
91197,4.326
91198,3.813
91199,2.089
91200,4.144
91201,2.609
91202,2.8
91203,3.941
91204,4.481
91205,4.037
91206,3.42
91207,2.859
91208,2.738
91209,3.547
91210,4.149
91211,4.137
91212,3.571
91213,3.446
91214,4.28
91215,3.677
91216,3.643
91217,3.191
91218,3.67
91219,3.205
91220,2.939
91221,3.725
91222,3.414
91223,3.412
91224,3.913
91225,3.595
91226,3.439
91227,3.441
91228,3.622
91229,2.791
91230,3.391
91231,3.832
91232,3.498
91233,4.045
91234,3.956
91235,3.16
91236,3.914
91237,3.648
91238,2.704
91239,3.967
91240,3.512
91241,4.084
91242,4.122
91243,2.956
91244,4.148
91245,4.103
91246,2.322
91247,3.845
91248,4.238
91249,3.109
91250,3.218
91251,2.724
91252,3.929
91253,4.532
91254,4.37
91255,3.902
91256,4.011
91257,3.552
91258,2.916
91259,3.129
91260,1.798
91261,3.556
91262,2.282
91263,3.81
91264,3.847
91265,3.373
91266,3.749
91267,3.124
91268,4.266
91269,3.966
91270,3.391
91271,3.973
91272,3.732
91273,4.507
91274,3.872
91275,3.6
91276,3.557
91277,3.992
91278,3.641
91279,3.06
91280,3.765
91281,3.766
91282,4.337
91283,3.772
91284,2.905
91285,4.205
91286,2.172
91287,3.259
91288,2.31
91289,3.969
91290,3.602
91291,2.834
91292,2.768
91293,3.903
91294,3.665
91295,3.991
91296,3.866
91297,3.088
91298,3.577
91299,2.827
91300,3.457
91301,3.284
91302,3.899
91303,3.67
91304,3.934
91305,3.022
91306,3.631
91307,4.037
91308,4.589
91309,2.703
91310,2.838
91311,3.226
91312,3.832
91313,3.449
91314,3.641
91315,4.102
91316,4.18
91317,3.613
91318,3.558
91319,2.599
91320,4.446
91321,3.955
91322,3.573
91323,3.249
91324,2.346
91325,3.787
91326,4.227
91327,3.031
91328,3.529
91329,3.315
91330,2.882
91331,4.213
91332,3.052
91333,2.613
91334,2.774
91335,2.936
91336,3.614
91337,3.892
91338,2.743
91339,2.36
91340,2.573
91341,3.282
91342,4.469
91343,3.612
91344,3.436
91345,2.687
91346,4.438
91347,3.256
91348,3.51
91349,3.761
91350,2.277
91351,3.168
91352,3.148
91353,2.677
91354,4.218
91355,3.456
91356,2.867
91357,2.2
91358,3.757
91359,3.921
91360,1.831
91361,4.06
91362,3.289
91363,2.517
91364,2.515
91365,4.019
91366,4.778
91367,3.811
91368,3.923
91369,2.309
91370,4.468
91371,3.44
91372,2.887
91373,3.924
91374,3.976
91375,4.167
91376,3.548
91377,3.981
91378,3.517
91379,3.995
91380,3.206
91381,1.787
91382,4.25
91383,2.939
91384,4.33
91385,4.215
91386,4.326
91387,2.6
91388,4.499
91389,3.341
91390,3.407
91391,4.194
91392,4.398
91393,3.323
91394,3.588
91395,3.126
91396,2.701
91397,3.51
91398,4.028
91399,4.3
91400,3.76
91401,1.877
91402,3.711
91403,3.79
91404,3.559
91405,2.649
91406,2.263
91407,2.783
91408,3.476
91409,4.001
91410,3.634
91411,3.224
91412,1.675
91413,4.571
91414,2.946
91415,3.737
91416,3.537
91417,4.11
91418,3.059
91419,3.997
91420,3.612
91421,3.749
91422,3.482
91423,1.63
91424,3.343
91425,4.522
91426,2.078
91427,2.59
91428,3.507
91429,3.552
91430,3.766
91431,3.562
91432,3.067
91433,2.205
91434,4.165
91435,1.686
91436,3.219
91437,3.319
91438,3.455
91439,3.314
91440,4.292
91441,3.055
91442,3.931
91443,3.124
91444,3.771
91445,2.407
91446,2.872
91447,2.561
91448,4.083
91449,2.9
91450,2.805
91451,3.959
91452,3.973
91453,4.076
91454,3.851
91455,4.05
91456,1.934
91457,2.869
91458,3.484
91459,3.696
91460,3.555
91461,3.762
91462,2.697
91463,2.34
91464,2.838
91465,2.778
91466,3.456
91467,2.183
91468,3.522
91469,1.97
91470,3.948
91471,3.672
91472,2.804
91473,3.715
91474,4.005
91475,4.015
91476,3.67
91477,2.603
91478,3.582
91479,4.522
91480,4.247
91481,3.099
91482,2.717
91483,3.714
91484,3.982
91485,3.926
91486,2.292
91487,3.912
91488,2.418
91489,2.558
91490,4.305
91491,4.069
91492,3.404
91493,2.743
91494,3.55
91495,4.124
91496,4.351
91497,1.458
91498,2.965
91499,3.528
91500,3.914
91501,4.137
91502,3.046
91503,3.083
91504,3.956
91505,3.821
91506,3.435
91507,3.438
91508,3.87
91509,3.661
91510,2.011
91511,4.304
91512,2.316
91513,3.064
91514,3.47
91515,3.03
91516,4.249
91517,4.146
91518,4.036
91519,3.206
91520,2.696
91521,3.66
91522,3.365
91523,4.098
91524,3.215
91525,2.695
91526,4.031
91527,3.373
91528,3.613
91529,4.206
91530,3.57
91531,2.66
91532,3.125
91533,3.445
91534,3.033
91535,2.899
91536,3.738
91537,2.922
91538,3.269
91539,4.186
91540,2.439
91541,3.477
91542,4.077
91543,3.855
91544,2.301
91545,2.678
91546,3.314
91547,2.534
91548,3.843
91549,3.1
91550,3.655
91551,3.868
91552,2.989
91553,3.445
91554,2.751
91555,2.878
91556,3.699
91557,2.111
91558,3.56
91559,3.335
91560,3.488
91561,2.759
91562,3.464
91563,3.264
91564,3.344
91565,3.646
91566,2.933
91567,3.572
91568,4.106
91569,2.206
91570,3.013
91571,4.109
91572,3.517
91573,3.971
91574,2.576
91575,3.639
91576,3.783
91577,4.071
91578,3.136
91579,2.986
91580,3.46
91581,3.798
91582,3.754
91583,3.77
91584,3.7
91585,4.184
91586,3.461
91587,2.325
91588,3.689
91589,3.717
91590,2.511
91591,3.332
91592,3.623
91593,4.162
91594,3.615
91595,3.813
91596,3.702
91597,3.836
91598,3.764
91599,4.216
91600,3.042
91601,4.04
91602,3.399
91603,3.464
91604,2.077
91605,3.084
91606,2.983
91607,4.219
91608,3.441
91609,3.248
91610,3.717
91611,4.326
91612,2.961
91613,3.801
91614,3.401
91615,3.613
91616,3.116
91617,3.571
91618,3.58
91619,3.736
91620,3.551
91621,2.937
91622,3.29
91623,2.629
91624,3.513
91625,4.531
91626,3.573
91627,3.777
91628,3.84
91629,3.135
91630,3.898
91631,2.314
91632,2.76
91633,3.75
91634,3.92
91635,4.182
91636,3.85
91637,4.001
91638,4.046
91639,3.963
91640,2.14
91641,2.912
91642,2.944
91643,2.558
91644,4.102
91645,0.504
91646,3.689
91647,3.59
91648,3.359
91649,2.361
91650,3.191
91651,4.003
91652,3.536
91653,3.712
91654,4.178
91655,3.57
91656,2.487
91657,4.463
91658,3.452
91659,3.874
91660,4.121
91661,3.838
91662,4.355
91663,2.1
91664,2.851
91665,3.017
91666,2.918
91667,2.628
91668,3.341
91669,3.283
91670,2.808
91671,3.392
91672,2.801
91673,3.763
91674,3.71
91675,3.26
91676,4.44
91677,3.86
91678,3.839
91679,4.127
91680,4.071
91681,1.557
91682,3.568
91683,1.482
91684,3.51
91685,3.624
91686,3.449
91687,3.669
91688,2.316
91689,4.388
91690,4.668
91691,3.593
91692,3.847
91693,3.761
91694,3.962
91695,3.637
91696,3.586
91697,4.073
91698,3.041
91699,2.166
91700,3.712
91701,3.632
91702,3.954
91703,3.804
91704,3.828
91705,3.937
91706,3.695
91707,4.315
91708,3.737
91709,3.735
91710,4.156
91711,2.959
91712,2.014
91713,3.916
91714,3.031
91715,3.484
91716,2.954
91717,4.367
91718,2.109
91719,3.338
91720,4.09
91721,3.296
91722,4.224
91723,3.538
91724,2.719
91725,2.06
91726,3.757
91727,3.67
91728,2.673
91729,3.681
91730,4.534
91731,3.524
91732,3.928
91733,3.267
91734,4.037
91735,2.944
91736,3.526
91737,4.457
91738,3.503
91739,3.614
91740,3.022
91741,2.929
91742,3.316
91743,4.209
91744,4.037
91745,3.709
91746,3.736
91747,3.353
91748,4.3
91749,3.838
91750,4.336
91751,3.597
91752,3.889
91753,3.346
91754,3.016
91755,4.001
91756,3.05
91757,3.318
91758,2.653
91759,2.521
91760,3.176
91761,3.145
91762,3.978
91763,1.988
91764,3.558
91765,3.343
91766,3.853
91767,4.236
91768,3.292
91769,2.879
91770,1.979
91771,1.945
91772,3.854
91773,2.851
91774,4.104
91775,4.207
91776,3.27
91777,3.748
91778,3.849
91779,4.279
91780,4.251
91781,3.198
91782,3.54
91783,4.224
91784,3.859
91785,2.673
91786,3.745
91787,1.899
91788,3.778
91789,3.525
91790,4.187
91791,3.093
91792,4.199
91793,4.012
91794,3.577
91795,4.251
91796,4.088
91797,3.692
91798,3.649
91799,2.335
91800,3.625
91801,3.176
91802,2.297
91803,3.863
91804,3.491
91805,3.824
91806,4.165
91807,2.194
91808,3.513
91809,4.25
91810,4.067
91811,4.243
91812,2.639
91813,3.451
91814,2.683
91815,4.194
91816,4.194
91817,3.266
91818,3.558
91819,3.158
91820,2.119
91821,3.39
91822,3.938
91823,2.129
91824,3.578
91825,4.099
91826,4.299
91827,2.707
91828,3.26
91829,3.356
91830,4.022
91831,3.592
91832,4.041
91833,2.004
91834,4.396
91835,2.261
91836,2.332
91837,3.903
91838,2.867
91839,2.619
91840,3.911
91841,3.003
91842,4.009
91843,2.992
91844,4.137
91845,3.724
91846,3.66
91847,3.251
91848,3.373
91849,3.78
91850,2.224
91851,4.065
91852,4.129
91853,4.015
91854,3.807
91855,2.48
91856,3.987
91857,3.436
91858,2.566
91859,3.175
91860,3.782
91861,3.479
91862,2.315
91863,4.004
91864,3.394
91865,2.12
91866,3.458
91867,3.567
91868,3.787
91869,4.267
91870,4.458
91871,4.244
91872,3.791
91873,1.875
91874,3.574
91875,3.535
91876,3.866
91877,2.058
91878,4.238
91879,3.139
91880,1.573
91881,3.505
91882,3.854
91883,3.451
91884,4.107
91885,3.822
91886,4.309
91887,2.112
91888,3.413
91889,3.555
91890,3.712
91891,4.072
91892,3.087
91893,3.443
91894,3.658
91895,3.563
91896,3.605
91897,2.463
91898,3.098
91899,3.352
91900,3.839
91901,2.841
91902,3.934
91903,3.409
91904,3.884
91905,2.956
91906,3.292
91907,3.497
91908,3.548
91909,4.155
91910,2.355
91911,3.137
91912,3.278
91913,4.303
91914,2.721
91915,3.202
91916,3.276
91917,3.832
91918,2.9
91919,3.538
91920,3.465
91921,3.308
91922,3.81
91923,3.711
91924,2.841
91925,3.336
91926,3.503
91927,3.46
91928,4.005
91929,3.96
91930,4.243
91931,4.552
91932,2.67
91933,2.51
91934,3.787
91935,3.913
91936,3.93
91937,4.318
91938,3.524
91939,4.388
91940,2.996
91941,3.63
91942,3.858
91943,3.764
91944,3.231
91945,2.855
91946,4.227
91947,2.8
91948,2.975
91949,2.487
91950,2.638
91951,2.669
91952,3.321
91953,2.534
91954,2.957
91955,1.974
91956,3.882
91957,2.731
91958,3.225
91959,2.301
91960,3.069
91961,2.551
91962,2.501
91963,4.017
91964,4.01
91965,3.697
91966,2.11
91967,2.331
91968,4.286
91969,3.578
91970,3.737
91971,1.735
91972,3.826
91973,3.567
91974,3.852
91975,3.563
91976,2.538
91977,3.727
91978,3.442
91979,3.24
91980,3.666
91981,2.97
91982,3.266
91983,2.425
91984,3.425
91985,3.015
91986,3.111
91987,3.709
91988,3.877
91989,4.189
91990,1.717
91991,3.514
91992,4.107
91993,4.16
91994,3.296
91995,3.305
91996,3.3
91997,2.789
91998,3.73
91999,2.713
92000,2.361
92001,3.333
92002,2.55
92003,4.039
92004,3.525
92005,3.149
92006,3.587
92007,4.348
92008,3.361
92009,4.137
92010,2.924
92011,2.518
92012,4.127
92013,4.582
92014,3.175
92015,4.139
92016,2.948
92017,3.444
92018,1.97
92019,2.638
92020,3.453
92021,2.576
92022,2.774
92023,3.357
92024,1.989
92025,4.115
92026,3.506
92027,2.556
92028,3.023
92029,4.477
92030,2.96
92031,3.194
92032,3.062
92033,3.998
92034,2.489
92035,3.955
92036,3.748
92037,3.45
92038,4.374
92039,3.559
92040,4.385
92041,3.522
92042,3.469
92043,4.201
92044,3.168
92045,3.372
92046,2.556
92047,4.19
92048,2.973
92049,3.216
92050,3.419
92051,3.566
92052,4.121
92053,4.556
92054,3.845
92055,3.335
92056,2.459
92057,3.565
92058,3.593
92059,3.386
92060,4.174
92061,4.131
92062,4.242
92063,4.12
92064,4.596
92065,4.112
92066,3.536
92067,2.827
92068,3.769
92069,4.248
92070,3.663
92071,3.4
92072,2.7
92073,3.909
92074,4.139
92075,2.533
92076,3.229
92077,4.28
92078,3.168
92079,3.495
92080,2.995
92081,3.667
92082,3.796
92083,3.445
92084,3.693
92085,2.39
92086,3.508
92087,3.098
92088,2.849
92089,2.859
92090,3.798
92091,2.334
92092,3.906
92093,4.213
92094,4.091
92095,2.754
92096,2.45
92097,2.132
92098,3.797
92099,1.89
92100,3.392
92101,3.658
92102,2.597
92103,4.183
92104,2.548
92105,3.469
92106,3.798
92107,2.774
92108,1.958
92109,4.297
92110,3.808
92111,2.329
92112,3.94
92113,2.354
92114,4.026
92115,1.456
92116,3.635
92117,3.228
92118,2.583
92119,3.191
92120,4.153
92121,4.021
92122,3.429
92123,3.729
92124,3.677
92125,2.581
92126,3.633
92127,3.695
92128,2.325
92129,4.611
92130,3.182
92131,2.796
92132,3.853
92133,3.841
92134,3.538
92135,2.037
92136,2.635
92137,3.219
92138,3.483
92139,2.711
92140,2.505
92141,2.843
92142,4.172
92143,3.375
92144,3.194
92145,3.786
92146,4.286
92147,4.216
92148,3.95
92149,3.992
92150,3.495
92151,3.898
92152,3.708
92153,3.251
92154,2.629
92155,3.554
92156,2.343
92157,3.966
92158,4.041
92159,3.43
92160,4.466
92161,2.744
92162,3.839
92163,3.636
92164,3.754
92165,3.814
92166,4.33
92167,3.363
92168,4.1
92169,2.588
92170,2.224
92171,1.707
92172,3.155
92173,3.012
92174,3.277
92175,3
92176,3.001
92177,2.389
92178,2.809
92179,3.735
92180,4.194
92181,3.613
92182,3.654
92183,3.242
92184,4.32
92185,1.977
92186,2.133
92187,3.919
92188,3.615
92189,3.981
92190,2.049
92191,3.633
92192,3.255
92193,2.953
92194,3.562
92195,2.762
92196,3.917
92197,3.624
92198,2.899
92199,3.699
92200,3.61
92201,3.707
92202,3.518
92203,4.019
92204,2.789
92205,3.624
92206,2.394
92207,4.335
92208,3.22
92209,3.77
92210,2.359
92211,3.836
92212,4.192
92213,3.663
92214,2.756
92215,3.509
92216,4.202
92217,4.378
92218,3.178
92219,3.149
92220,3.642
92221,4.017
92222,2.797
92223,3.986
92224,3.112
92225,3.28
92226,3.529
92227,3.455
92228,3.881
92229,3.445
92230,3.343
92231,2.796
92232,3.637
92233,3.597
92234,3.994
92235,3.926
92236,3.145
92237,2.833
92238,2.717
92239,4.014
92240,3.568
92241,3.635
92242,4.22
92243,3.895
92244,4.036
92245,3.648
92246,4.083
92247,3.128
92248,4.082
92249,4.244
92250,3.752
92251,3.476
92252,3.964
92253,2.718
92254,3.337
92255,3.336
92256,2.924
92257,3.738
92258,2.637
92259,2.219
92260,3.633
92261,3.689
92262,3.843
92263,1.444
92264,3.859
92265,1.759
92266,4.118
92267,3.506
92268,2.51
92269,3.683
92270,4.136
92271,3.289
92272,3.736
92273,4.098
92274,3.491
92275,2.94
92276,2.726
92277,3.689
92278,4.662
92279,3.741
92280,4.267
92281,3.98
92282,3.028
92283,4.039
92284,3.284
92285,3.991
92286,3.367
92287,3.191
92288,2.805
92289,3.26
92290,3.483
92291,3.287
92292,4.455
92293,3.735
92294,4.284
92295,3.218
92296,4.197
92297,3.735
92298,3.745
92299,3.317
92300,3.88
92301,3.586
92302,3.773
92303,3.892
92304,3.639
92305,3.654
92306,4.043
92307,3.977
92308,1.981
92309,2.687
92310,3.219
92311,4.508
92312,3.772
92313,4.036
92314,2.508
92315,3.8
92316,1.807
92317,3.331
92318,2.304
92319,3.651
92320,3.613
92321,2.009
92322,4.326
92323,2.782
92324,3.078
92325,0.989
92326,3.92
92327,3.994
92328,4.474
92329,4.129
92330,2.823
92331,3.757
92332,3.454
92333,3.352
92334,4.145
92335,3.815
92336,3.898
92337,3.867
92338,3.859
92339,3.861
92340,3.29
92341,3.972
92342,3.697
92343,2.798
92344,4.146
92345,3.695
92346,2.795
92347,3.696
92348,3.593
92349,3.95
92350,3.616
92351,4.258
92352,2.491
92353,4.211
92354,2.395
92355,3.346
92356,3.954
92357,3.783
92358,3.698
92359,3.675
92360,4.517
92361,3.568
92362,4.175
92363,2.316
92364,4.043
92365,2.257
92366,3.74
92367,3.486
92368,4.239
92369,4.225
92370,3.965
92371,3.033
92372,2.32
92373,4.405
92374,3.981
92375,4.447
92376,2.547
92377,3.49
92378,3.651
92379,2.893
92380,3.742
92381,4.12
92382,3.545
92383,4.041
92384,2.268
92385,3.578
92386,2.548
92387,3.308
92388,3.238
92389,3.635
92390,4.199
92391,3.532
92392,3.818
92393,3.812
92394,2.624
92395,3.871
92396,2.894
92397,3.083
92398,3.335
92399,2.845
92400,2.361
92401,3.168
92402,3.193
92403,3.368
92404,3.828
92405,3.702
92406,3.423
92407,4.03
92408,3.237
92409,2.931
92410,4.284
92411,3.695
92412,4.458
92413,2.068
92414,3.915
92415,3.911
92416,3.343
92417,3.738
92418,2.319
92419,3.034
92420,3.899
92421,3.995
92422,3.168
92423,3.988
92424,3.892
92425,3.826
92426,4.338
92427,2.434
92428,2.787
92429,3.342
92430,4.022
92431,4.33
92432,3.218
92433,3.083
92434,4.201
92435,3.338
92436,4.001
92437,2.837
92438,3.684
92439,3.351
92440,3.978
92441,3.824
92442,3.841
92443,2.666
92444,4.284
92445,3.648
92446,2.519
92447,4.189
92448,3.185
92449,2.938
92450,3.916
92451,3.681
92452,4.078
92453,3.378
92454,3.973
92455,2.714
92456,4.066
92457,3.68
92458,3.469
92459,4.393
92460,2.455
92461,3.433
92462,3.553
92463,4.645
92464,4.259
92465,3.657
92466,1.176
92467,4.45
92468,3.21
92469,3.834
92470,3.726
92471,4.21
92472,3.605
92473,2.723
92474,4.092
92475,3.387
92476,3.292
92477,2.753
92478,2.853
92479,4.008
92480,3.963
92481,4.283
92482,3.317
92483,4.231
92484,3.799
92485,3.992
92486,3.305
92487,3.372
92488,3.728
92489,2.747
92490,3.248
92491,3.528
92492,4.057
92493,4.482
92494,3.634
92495,3.974
92496,3.871
92497,4.379
92498,1.906
92499,3.911
92500,3.749
92501,3.475
92502,3.141
92503,2.594
92504,2.634
92505,3.547
92506,3.25
92507,3.679
92508,4.38
92509,3.113
92510,4.01
92511,3.08
92512,3.869
92513,3.503
92514,2.981
92515,4.082
92516,3.378
92517,3.537
92518,4.32
92519,3.568
92520,4.055
92521,2.691
92522,4.401
92523,3.078
92524,3.25
92525,3.591
92526,4.164
92527,4.373
92528,3.271
92529,3.161
92530,3.147
92531,3.827
92532,3.716
92533,4.26
92534,3.977
92535,3.865
92536,4.057
92537,2.26
92538,3.003
92539,3.786
92540,3.002
92541,2.343
92542,3.624
92543,3.988
92544,3.095
92545,3.843
92546,3.814
92547,3.888
92548,3.691
92549,2.988
92550,3.663
92551,3.221
92552,4.215
92553,4.047
92554,2.918
92555,3.571
92556,1.993
92557,4.626
92558,2.814
92559,3.897
92560,3.337
92561,2.547
92562,4.132
92563,3.66
92564,4.018
92565,2.703
92566,2.863
92567,3.642
92568,3.054
92569,3.783
92570,3.361
92571,3.882
92572,2.629
92573,4.358
92574,3.106
92575,4.299
92576,3.339
92577,3.556
92578,2.67
92579,4.197
92580,2.771
92581,3.916
92582,3.261
92583,2.995
92584,2.354
92585,1.955
92586,2.897
92587,3.115
92588,3.088
92589,3.792
92590,2.923
92591,2.342
92592,4.415
92593,2.884
92594,3.298
92595,3.259
92596,2.364
92597,3.45
92598,3.95
92599,1.301
92600,3.898
92601,3.497
92602,3.881
92603,3.032
92604,4.057
92605,3.526
92606,3.987
92607,2.891
92608,4.235
92609,4.199
92610,3.658
92611,3.74
92612,3.054
92613,3.078
92614,4.085
92615,2.879
92616,3.668
92617,4.368
92618,3.051
92619,3.157
92620,2.054
92621,4.259
92622,2.901
92623,3.79
92624,3.849
92625,3.922
92626,4.183
92627,3.019
92628,3.547
92629,4.109
92630,1.906
92631,4.051
92632,4.087
92633,3.898
92634,3.706
92635,3.454
92636,2.256
92637,4.154
92638,3.688
92639,3.477
92640,3.787
92641,3.816
92642,4.068
92643,3.365
92644,3.793
92645,3.619
92646,2.458
92647,2.861
92648,2.385
92649,3.71
92650,2.666
92651,2.297
92652,3.482
92653,3.929
92654,2.789
92655,3.269
92656,4.028
92657,3.71
92658,4.12
92659,3.443
92660,3.958
92661,3.5
92662,4.504
92663,3.806
92664,3.694
92665,3.686
92666,3.588
92667,4.472
92668,3.624
92669,3.439
92670,2.883
92671,4.027
92672,4.116
92673,3.459
92674,3.904
92675,3.575
92676,4.113
92677,3.257
92678,3.927
92679,1.867
92680,4.291
92681,2.639
92682,2.563
92683,2.921
92684,3.435
92685,2.626
92686,3.911
92687,2.613
92688,3.519
92689,3.742
92690,3.096
92691,3.242
92692,3.545
92693,4.159
92694,4.063
92695,4.03
92696,3.542
92697,3.471
92698,4.347
92699,3.086
92700,4.033
92701,4.027
92702,3.466
92703,3.561
92704,3.654
92705,4.103
92706,4.23
92707,2.993
92708,3.087
92709,3.487
92710,3.646
92711,4.311
92712,4.27
92713,3.587
92714,2.675
92715,2.462
92716,2.773
92717,2.088
92718,3.991
92719,2.946
92720,3.817
92721,4.229
92722,3.987
92723,3.36
92724,3.581
92725,3.906
92726,3.928
92727,3.391
92728,4.079
92729,4.344
92730,3.427
92731,3.813
92732,3.37
92733,2.208
92734,3.895
92735,2.788
92736,4.048
92737,3.13
92738,3.928
92739,1.388
92740,2.127
92741,3.066
92742,3.638
92743,2.77
92744,4.284
92745,3.531
92746,4.103
92747,4.244
92748,3.367
92749,3.667
92750,3.226
92751,2.309
92752,3.022
92753,1.957
92754,3.349
92755,3.308
92756,4.334
92757,4.018
92758,2.739
92759,3.983
92760,3.341
92761,3.964
92762,3.106
92763,3.135
92764,4.332
92765,3.035
92766,4.242
92767,3.735
92768,4.491
92769,3.964
92770,3.509
92771,3.217
92772,3.436
92773,3.508
92774,4.104
92775,3.571
92776,4.155
92777,2.994
92778,3.401
92779,3.705
92780,4.103
92781,3.856
92782,4.288
92783,3.472
92784,3.426
92785,3.982
92786,3.485
92787,3.2
92788,3.354
92789,2.96
92790,3.253
92791,2.923
92792,3.323
92793,3.77
92794,4.609
92795,3.757
92796,4.076
92797,2.627
92798,3.975
92799,3.581
92800,2.883
92801,3.678
92802,4.398
92803,3.887
92804,2.887
92805,3.955
92806,4.277
92807,4.187
92808,3.484
92809,3.819
92810,3.46
92811,3.869
92812,3.394
92813,3.615
92814,3.541
92815,2.546
92816,3.463
92817,3.796
92818,2.27
92819,3.743
92820,4.084
92821,3.348
92822,4.356
92823,3.775
92824,3.82
92825,3.726
92826,3.254
92827,4.087
92828,3.236
92829,3.864
92830,3.205
92831,3.815
92832,2.909
92833,2.652
92834,3.918
92835,2.528
92836,3.811
92837,2.946
92838,3.688
92839,4.072
92840,3.079
92841,2.974
92842,2.739
92843,2.979
92844,3.336
92845,4.238
92846,4.033
92847,3.602
92848,4.082
92849,3.385
92850,1.567
92851,3.037
92852,3.668
92853,3.984
92854,4.001
92855,4.058
92856,3.581
92857,3.161
92858,4.572
92859,1.671
92860,3.46
92861,3.217
92862,3.539
92863,2.209
92864,3.246
92865,3.983
92866,4.006
92867,4.005
92868,4.206
92869,3.646
92870,4.388
92871,2.637
92872,2.801
92873,2.441
92874,3.538
92875,3.384
92876,2.714
92877,2.707
92878,2.618
92879,4.118
92880,2.906
92881,3.99
92882,3.445
92883,4.167
92884,4.002
92885,3.363
92886,2.315
92887,2.483
92888,4.183
92889,4.191
92890,3.308
92891,4.4
92892,3.56
92893,2.659
92894,4.314
92895,2.617
92896,4.342
92897,4.049
92898,4.031
92899,3.582
92900,2.427
92901,3.116
92902,4.02
92903,3.54
92904,2.892
92905,3.106
92906,3.473
92907,3.541
92908,3.461
92909,4.176
92910,3.721
92911,2.975
92912,3.77
92913,3.293
92914,2.88
92915,2.52
92916,1.97
92917,3.76
92918,2.958
92919,3.282
92920,4.064
92921,2.572
92922,2.459
92923,3.45
92924,2.54
92925,2.99
92926,3.768
92927,4.062
92928,3.189
92929,3.854
92930,4.535
92931,3.444
92932,3.432
92933,4.163
92934,4.034
92935,3.186
92936,3.99
92937,3.194
92938,3.399
92939,2.954
92940,3.976
92941,2.899
92942,2.416
92943,4.184
92944,3.471
92945,2.234
92946,3.661
92947,3.578
92948,4.164
92949,3.998
92950,4.092
92951,4.125
92952,3.914
92953,2.547
92954,4.138
92955,4.058
92956,3.968
92957,2.622
92958,3.783
92959,3.124
92960,4.038
92961,3.45
92962,3.819
92963,3.589
92964,3.753
92965,3.673
92966,3.737
92967,3.124
92968,3.536
92969,3.606
92970,2.817
92971,3.997
92972,4.435
92973,3.272
92974,3.622
92975,3.234
92976,3.756
92977,3.451
92978,2.162
92979,3.57
92980,3.814
92981,3.825
92982,3.886
92983,4.062
92984,4.105
92985,4.206
92986,3.967
92987,3.085
92988,4.791
92989,3.306
92990,2.311
92991,3.119
92992,3.469
92993,3.742
92994,2.114
92995,1.691
92996,2.875
92997,2.781
92998,2.63
92999,3.954
93000,3.684
93001,4.219
93002,3.769
93003,4.9
93004,4.041
93005,4.29
93006,4.222
93007,3.825
93008,3.341
93009,1.76
93010,4.231
93011,2.461
93012,2.399
93013,3.262
93014,4.046
93015,4.03
93016,2.536
93017,2.971
93018,3.639
93019,3.904
93020,4.195
93021,3.736
93022,3.888
93023,3.873
93024,2.858
93025,3.128
93026,4.007
93027,3.207
93028,3.164
93029,4.385
93030,3.751
93031,3.492
93032,3.822
93033,3.123
93034,2.814
93035,3.089
93036,3.362
93037,3.572
93038,2.996
93039,3.35
93040,3.877
93041,3.986
93042,2.392
93043,3.65
93044,3.987
93045,3.782
93046,3.095
93047,3.426
93048,4.194
93049,3.86
93050,3.068
93051,3.395
93052,2.794
93053,3.739
93054,3.797
93055,3.313
93056,3.572
93057,3.461
93058,4.358
93059,2.142
93060,4.411
93061,3.42
93062,3.528
93063,3.497
93064,3.065
93065,3.781
93066,3.901
93067,3.847
93068,3.993
93069,2.471
93070,3.654
93071,3.595
93072,4.264
93073,4.026
93074,2.431
93075,4.297
93076,4.017
93077,3.504
93078,1.162
93079,3.831
93080,4.132
93081,3.606
93082,4.108
93083,1.507
93084,3.355
93085,3.456
93086,3.475
93087,3.592
93088,2.972
93089,4.054
93090,2.268
93091,2.885
93092,2.976
93093,2.37
93094,3.459
93095,4.201
93096,3.555
93097,4.055
93098,4.174
93099,2.589
93100,3.536
93101,3.994
93102,3.032
93103,2.661
93104,3.441
93105,2.915
93106,2.259
93107,3.315
93108,3.702
93109,3.507
93110,1.988
93111,3.822
93112,3.968
93113,3.871
93114,4.026
93115,3.804
93116,2.892
93117,4.102
93118,2.758
93119,3.409
93120,2.092
93121,4.277
93122,3.24
93123,3.046
93124,2.575
93125,3.118
93126,3.732
93127,1.881
93128,3.327
93129,3.191
93130,2.856
93131,3.279
93132,3.45
93133,3.902
93134,3.822
93135,2.819
93136,3.622
93137,3.473
93138,3.041
93139,3.972
93140,2.454
93141,3.714
93142,2.895
93143,2.774
93144,3.117
93145,4.346
93146,2.676
93147,3.275
93148,2.627
93149,2.389
93150,3.984
93151,2.28
93152,2.744
93153,3.804
93154,2.19
93155,3.887
93156,3.399
93157,2.428
93158,4.173
93159,3.249
93160,3.476
93161,3.226
93162,3.049
93163,4.158
93164,3.687
93165,3.365
93166,4.22
93167,4.282
93168,3.296
93169,3.181
93170,3.73
93171,3.62
93172,2.505
93173,2.653
93174,3.182
93175,3.241
93176,3.025
93177,4.218
93178,3.086
93179,2.928
93180,3.289
93181,3.278
93182,3.012
93183,4.084
93184,3.301
93185,2.76
93186,2.93
93187,3.468
93188,3.238
93189,2.768
93190,4.371
93191,3.191
93192,3.671
93193,2.234
